20221006-h18m00s15	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221006-h18m02s03	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221006-h18m05s56	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221006-h18m20s59	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h16m37s01	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h16m44s21	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h16m47s33	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m01s22	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m04s24	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m07s08	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m29s54	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m41s55	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m43s08	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m46s01	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h17m48s05	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h19m33s42	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h19m53s16	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m02s36	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m14s39	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m20s31	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m30s24	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m35s21	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m40s29	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m42s38	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m49s45	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h20m51s44	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h21m07s17	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221012-h21m10s13	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h15m38s31	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h15m44s19	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h16m01s51	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h16m07s34	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h16m36s45	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h16m51s13	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h16m55s18	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h17m17s10	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h17m25s21	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h17m33s51	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
20221013-h17m42s41	[44374.23151893866, 1100.0, 6.645263608191871, 2.300001698234054, 2.2079812228581126, '2022-03-28-09_39_22']
