20221102-h08m37s27	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h08m51s11	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h09m00s53	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h09m38s08	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h09m43s32	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h09m56s06	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m09s02	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m12s07	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m14s42	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m18s17	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m22s34	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m54s48	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h10m55s49	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h11m05s06	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h11m06s34	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m02s19	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m03s41	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m06s50	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m08s09	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m16s47	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m18s02	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m21s52	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m24s29	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m26s36	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h13m53s41	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h14m00s49	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h14m15s02	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h14m17s53	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h14m22s25	[1182.87182198    0.03981855    0.13634659  469.79900072]
20221102-h14m48s47	[1182.87182198    0.03981855    0.13634659  469.79900072]
